msisdn,tower_id,call_type,dest_nr,call_duration_sec,start_time
0673686605342,708,voice,9003560403387,489,2024-01-01 01:13:12.148395
4628300224826,1045,video,5228425510955,1619,2024-01-01 01:11:24.150412
1483901997455,1581,voice,1687793977655,1085,2024-01-01 01:17:20.583464
6301112647290,1421,video,3925233078341,121,2024-01-01 01:13:32.527804
7493128336200,1603,video,0155832710777,1539,2024-01-01 01:10:18.991767
4620357499185,139,voice,8836420021179,225,2024-01-01 01:11:21.602551
4941244861936,815,video,2810797763010,1493,2024-01-01 01:09:42.781924
5298922410991,609,video,4079909726697,1477,2024-01-01 01:07:17.732002
7014299206556,816,voice,6214548350697,1519,2024-01-01 01:17:18.829469
1650407891647,227,video,0788275711438,407,2024-01-01 01:10:43.960154
6678769295879,1141,voice,5588033333878,1639,2024-01-01 01:15:42.326568
3440452075635,1212,voice,5780442612141,1574,2024-01-01 01:14:27.247692
6000924790313,1383,voice,8406642797912,1576,2024-01-01 01:22:25.900186
6452702927414,63,voice,2122999676409,1093,2024-01-01 01:17:35.352396
7722160525846,1755,video,2323900197307,1029,2024-01-01 01:16:43.305253
0448095743473,977,video,6592051539278,4,2024-01-01 01:09:19.969606
6059452100624,1076,voice,0681162565267,93,2024-01-01 01:07:05.115384
5433717642353,1087,video,4853768209548,679,2024-01-01 01:12:28.335859
5908064468428,1554,voice,9484561583680,857,2024-01-01 01:11:06.695614
2800266579822,305,voice,5187895321391,62,2024-01-01 01:18:03.585650
1541851840679,1769,voice,5015878204146,1209,2024-01-01 01:11:57.382963
5601893914274,1113,voice,9379617491300,1414,2024-01-01 01:13:59.634777
5012561574271,662,voice,7312066976602,643,2024-01-01 01:18:23.762616
1325713350936,760,voice,0926484852425,425,2024-01-01 01:13:42.543634
1050588684355,1527,voice,2885156815613,1493,2024-01-01 01:14:58.194563
1420286612935,1803,video,5749845408098,1005,2024-01-01 01:15:54.484143
6418889084799,268,voice,8054830436399,1276,2024-01-01 01:10:21.770966
9126188751444,1822,voice,9452793810343,145,2024-01-01 01:16:34.322415
