msisdn,tower_id,up_bytes,down_bytes,data_type,ip_address,website_url,event_datetime
3379495413074,1186,360561,215560,video,61.124.114.160,https://www.moon.com/,2024-01-01 00:45:07.016905
5143921594244,1157,611983,826109,video,71.222.193.77,https://www.jackson-hodges.info/,2024-01-01 00:38:52.590528
7513978499871,271,783293,176493,image,207.206.12.40,https://valdez.net/,2024-01-01 00:43:31.257524
6436128507654,1834,221838,888690,video,81.0.137.139,https://goodman.com/,2024-01-01 00:44:14.697940
1290441110174,1955,393809,434555,image,9.166.56.246,https://whitehead-sullivan.org/,2024-01-01 00:36:49.555935
7018953038522,1486,609681,276801,image,52.150.107.135,http://www.jensen.com/,2024-01-01 00:41:19.970460
4048507539729,934,607232,109097,audio,75.168.137.135,https://www.mccullough.com/,2024-01-01 00:34:44.007491
0502790925034,1993,226153,542084,audio,125.3.88.176,https://www.burke-swanson.com/,2024-01-01 00:44:58.641312
7947881363033,215,587578,724631,text,28.173.84.15,http://www.scott-jefferson.com/,2024-01-01 00:40:00.686008
0441377152806,1203,903697,953171,video,202.181.162.156,http://www.anderson.biz/,2024-01-01 00:44:22.467119
3225835636537,1400,152438,276602,audio,188.75.182.171,http://williams.com/,2024-01-01 00:43:36.229525
6873157705295,1575,376366,525887,application,81.43.76.159,http://kline.org/,2024-01-01 00:44:55.732645
3677641105078,1809,933689,834575,image,2.90.75.153,http://love-davis.biz/,2024-01-01 00:46:01.386525
5273426202082,28,568561,438600,audio,4.251.112.49,https://www.turner-black.info/,2024-01-01 00:38:13.497741
3314287501323,1252,898368,180048,image,189.164.71.218,https://riley-smith.com/,2024-01-01 00:47:13.668772
7916411677838,1072,577586,553348,application,152.152.22.240,http://www.simpson.info/,2024-01-01 00:44:55.404178
2849679903003,372,724375,445661,application,132.97.221.186,https://harris.net/,2024-01-01 00:34:17.371839
7184479390637,431,279173,231241,application,214.63.235.119,https://perry.org/,2024-01-01 00:47:36.505376
6003470060146,1272,822197,884903,text,80.108.248.83,https://www.smith-gordon.com/,2024-01-01 00:45:39.536392
0685918714063,1520,238122,232720,video,151.2.88.12,http://green.com/,2024-01-01 00:36:43.072359
9697549663407,1436,179533,891121,video,211.52.203.255,http://eaton.com/,2024-01-01 00:38:11.010754
2592375936120,594,748177,108484,application,130.222.57.16,http://fernandez.org/,2024-01-01 00:40:41.253255
4032454950367,16,217017,102835,image,195.52.129.47,http://www.snyder.org/,2024-01-01 00:37:58.209955
8442765233407,1434,618769,854233,text,186.18.223.225,https://maldonado.com/,2024-01-01 00:33:49.815292
6181687538505,376,568647,535121,video,197.175.119.43,http://www.smith-salinas.com/,2024-01-01 00:50:07.545142
0804782202338,1093,821257,478653,image,30.193.71.215,http://www.clark.com/,2024-01-01 00:40:27.144297
9032678698433,1989,176782,213316,application,183.153.25.191,http://www.finley.com/,2024-01-01 00:49:08.754841
0891902854153,1239,975426,161001,audio,196.16.125.138,https://jimenez-mckenzie.info/,2024-01-01 00:37:49.074270
1688636459204,711,111913,536113,image,209.203.115.152,https://www.silva-williams.net/,2024-01-01 00:48:43.800421
6130106036710,1660,735970,184709,audio,195.30.5.20,http://www.wheeler.com/,2024-01-01 00:48:27.919144
5330244491832,1303,736457,204681,image,106.56.95.1,http://www.villanueva.info/,2024-01-01 00:37:09.616975
5634457927556,281,521582,579610,audio,174.42.155.3,https://www.moore.com/,2024-01-01 00:39:46.587573
7978124714459,1897,694803,657361,text,131.117.98.32,http://www.frank.com/,2024-01-01 00:38:18.528984
0784368803413,856,864323,317143,audio,87.50.143.137,https://www.bennett-carter.com/,2024-01-01 00:44:08.911590
0263463056880,1881,119496,868712,image,104.172.17.217,http://fernandez.com/,2024-01-01 00:39:27.413177
4488432724524,46,957204,245253,audio,213.23.90.18,https://moore.net/,2024-01-01 00:37:18.895753
6088004352347,264,914952,324444,audio,13.210.231.195,http://brown-beard.net/,2024-01-01 00:36:48.085950
2077483995992,729,347247,848087,text,32.13.93.92,https://www.mcgee.com/,2024-01-01 00:45:43.146130
9517753438807,1947,467885,489772,application,221.241.169.115,http://www.rodriguez.info/,2024-01-01 00:46:08.045372
