msisdn,tower_id,call_type,dest_nr,call_duration_sec,start_time
1819145006871,526,voice,9732328850459,1106,2024-01-01 00:27:10.044095
8875515307905,1492,voice,9653976536270,1509,2024-01-01 00:19:25.214653
8646648686584,1734,voice,0176741985045,26,2024-01-01 00:27:10.715604
0070510037400,1210,voice,7154136456303,949,2024-01-01 00:22:11.475354
7719715368093,401,video,3979222906156,553,2024-01-01 00:21:36.023496
8153533243045,779,voice,5043399357866,1275,2024-01-01 00:33:08.616305
0847105242031,131,voice,8995960781331,631,2024-01-01 00:30:32.518693
3381562816672,1840,voice,3088570190642,1127,2024-01-01 00:16:46.562922
5303873791626,1653,video,2630824790766,1046,2024-01-01 00:24:36.913692
1443226251843,1655,video,9955959995193,850,2024-01-01 00:23:31.797867
3905405279226,666,video,4507976952054,1361,2024-01-01 00:22:23.412496
2471759180588,737,voice,2176300210645,1320,2024-01-01 00:23:32.828903
7811923211716,512,voice,1100581074671,251,2024-01-01 00:33:21.151840
8841162959444,173,voice,2539228190435,1065,2024-01-01 00:30:58.549994
3762568390333,1425,voice,2801269307668,563,2024-01-01 00:17:28.453423
2330604348147,857,voice,7371570718620,841,2024-01-01 00:25:27.290452
8882264412362,459,video,2283332302685,598,2024-01-01 00:24:03.816161
4015758256628,541,video,4633419945472,494,2024-01-01 00:18:57.556759
8811151051631,92,video,4817121486424,1405,2024-01-01 00:20:04.735141
3210368495056,1534,voice,4644530773138,776,2024-01-01 00:29:31.583371
7736684994456,990,video,1398190923915,743,2024-01-01 00:27:25.799144
3389625756977,690,video,3283793243550,211,2024-01-01 00:24:09.541035
3667115614810,1565,video,3973278614023,595,2024-01-01 00:17:43.208931
2459319928039,665,video,7253859970812,1686,2024-01-01 00:25:31.695014
2196735775595,569,voice,7852830926485,130,2024-01-01 00:24:15.772781
0891031680166,218,video,8680359221737,1040,2024-01-01 00:26:14.500473
0041316917933,674,voice,0111312464740,114,2024-01-01 00:19:33.943122
9848186590673,1144,video,4212960685933,1735,2024-01-01 00:19:16.554288
2566357363105,1529,video,7060770983615,969,2024-01-01 00:29:55.017221
0372924365871,728,video,7469267853635,1773,2024-01-01 00:25:07.853404
4609036642233,1348,voice,4873988773559,534,2024-01-01 00:27:04.624853
6634026066599,20,voice,8476562867355,81,2024-01-01 00:23:48.939327
0081005064412,531,video,5908789192366,1052,2024-01-01 00:24:01.499271
1169842806885,510,voice,0259625998608,283,2024-01-01 00:27:30.185081
1974256046423,1935,voice,0191132703563,1253,2024-01-01 00:26:14.999308
6708586235873,1798,video,0909657677114,784,2024-01-01 00:17:49.852238
2819845721008,1815,voice,2223277772079,266,2024-01-01 00:25:30.123876
5264696082783,195,video,4455658967709,1395,2024-01-01 00:26:40.980878
5789913091597,599,video,8471271909970,1230,2024-01-01 00:32:28.977865
9017243611686,1556,video,7344694243578,1110,2024-01-01 00:21:23.345955
7808726092322,968,voice,6677526198098,1678,2024-01-01 00:21:32.568657
7440003305697,1762,video,0300436129794,1463,2024-01-01 00:29:32.429234
8177720975963,616,voice,9172066778386,509,2024-01-01 00:29:03.345993
8094552793904,1203,video,7298345596456,506,2024-01-01 00:18:06.299188
7921423597735,741,video,5729129483400,1257,2024-01-01 00:32:00.523330
1352998706457,308,video,9795434324864,779,2024-01-01 00:18:32.795757
4392104501997,1685,video,3513654512695,1268,2024-01-01 00:17:15.916826
3133930263257,1488,voice,3274494420284,1717,2024-01-01 00:28:40.888942
2099265722100,1561,voice,5895506820104,430,2024-01-01 00:18:49.605444
0674481541582,831,voice,4236905852234,1025,2024-01-01 00:20:39.248408
8158456478064,929,video,6786056032119,1016,2024-01-01 00:29:47.770326
3011942143308,756,voice,3848472868025,1579,2024-01-01 00:29:49.818193
0606710840402,1836,voice,9877348154803,418,2024-01-01 00:23:04.005422
4331700794874,1204,video,8518520249434,644,2024-01-01 00:24:19.112058
3992047648641,802,voice,6159477983564,164,2024-01-01 00:22:38.255561
2549690709958,941,voice,2359759779027,50,2024-01-01 00:28:10.195574
6943387415210,1490,video,1719699400660,1800,2024-01-01 00:18:58.574502
8676203782682,99,video,0036909236391,163,2024-01-01 00:26:11.604630
4471785571395,565,video,3861536924744,898,2024-01-01 00:30:12.402764
2295892664085,838,video,7874946239073,196,2024-01-01 00:33:23.032058
4152355492977,792,voice,4394757209909,1019,2024-01-01 00:31:59.850858
7044929446151,1380,video,1170410923920,867,2024-01-01 00:16:47.981753
2132170163013,1967,video,9938719970329,237,2024-01-01 00:28:28.146349
5426456135984,639,video,9891896653376,258,2024-01-01 00:25:25.424350
6757904640541,93,voice,2288088797094,1487,2024-01-01 00:31:53.846607
8173965164301,1596,voice,9678539132459,1778,2024-01-01 00:32:53.668494
4798493030011,1880,voice,2893541192721,572,2024-01-01 00:27:03.007959
7130085433571,814,video,1683804293113,306,2024-01-01 00:21:36.640921
9966658945974,826,voice,2045785604536,485,2024-01-01 00:25:30.525231
3126384997579,1058,video,2456890479818,1509,2024-01-01 00:24:12.046282
3174584443777,1006,video,0682135887184,713,2024-01-01 00:29:00.155927
6255864857567,1858,voice,5666260645362,439,2024-01-01 00:32:10.953258
7802811037406,1243,video,7006343201954,774,2024-01-01 00:28:14.593816
7458201183869,1582,voice,9721360572495,1028,2024-01-01 00:27:57.600907
1749363597307,1350,voice,0201530463150,840,2024-01-01 00:29:23.191765
